timestamp,source_ip,dest_ip,dest_port,protocol,attack_type,severity,bytes_transferred,session_duration_sec,failed_logins,source_country,is_attack,blocked
2026-01-06 05:15:00,114.223.7.36,10.0.7.125,443,UDP,Normal,Low,854,2.29,0,UK,0,0
2026-01-06 05:16:00,111.90.83.101,10.0.15.240,8080,TCP,DDoS,High,3426,4.48,0,India,1,1
2026-01-06 05:18:00,132.43.122.135,10.0.14.117,53,HTTP,Normal,Low,60,3.04,0,Vietnam,0,0
2026-01-06 05:37:00,56.180.216.213,10.0.10.74,22,TCP,Port Scan,Medium,2239,3.45,0,Brazil,1,1
2026-01-06 05:42:00,57.128.70.185,10.0.15.56,53,TCP,SQL Injection,Critical,1448,0.23,0,China,1,0
2026-01-06 05:48:00,28.237.35.55,10.0.14.199,25,UDP,Malware,Critical,606,10.08,0,Russia,1,1
2026-01-06 05:50:00,10.70.89.225,10.0.3.149,22,HTTP,DDoS,High,2910,2.5,1,Vietnam,1,1
2026-01-06 05:58:00,38.245.165.0,10.0.0.96,63253,HTTPS,Normal,Low,583,6.73,0,UK,0,0
2026-01-06 06:01:00,215.206.175.204,10.0.16.110,22,TCP,Port Scan,Medium,1052,1.28,0,India,1,1
2026-01-06 06:02:00,52.199.8.17,10.0.1.82,80,TCP,DDoS,High,10794,13.36,0,USA,1,1
2026-01-06 06:10:00,92.84.115.74,10.0.19.245,21,ICMP,Normal,Low,304,0.59,0,USA,0,0
2026-01-06 06:19:00,100.251.213.76,10.0.6.136,3306,TCP,Normal,Low,11195,3.63,0,India,0,0
2026-01-06 06:19:00,212.7.121.226,10.0.9.77,8080,ICMP,Normal,Low,1027,2.6,0,USA,0,0
2026-01-06 06:23:00,23.102.251.7,10.0.9.64,25,TCP,Malware,Critical,97,3.48,0,Germany,1,1
2026-01-06 06:27:00,95.19.166.44,10.0.4.68,8080,TCP,Malware,Critical,5337,1.82,0,USA,1,0
2026-01-06 06:27:00,119.161.197.241,10.0.5.45,443,TCP,Normal,Low,19359,1.07,0,UK,0,0
2026-01-06 06:31:00,151.1.93.115,10.0.16.237,3389,TCP,Normal,Low,1995,3.98,0,Brazil,0,0
2026-01-06 06:40:00,156.116.236.113,10.0.6.194,3389,UDP,Normal,Low,9077,1.85,0,China,0,0
2026-01-06 06:54:00,172.209.126.157,10.0.13.203,3389,TCP,DDoS,High,35065,0.9,0,India,1,1
2026-01-06 06:56:00,205.68.138.28,10.0.14.92,3389,TCP,Normal,Low,1567,7.92,0,USA,0,0
2026-01-06 06:58:00,25.115.77.107,10.0.18.39,25,ICMP,Port Scan,Medium,683,0.17,0,India,1,1
2026-01-06 07:01:00,222.89.29.162,10.0.1.172,3389,TCP,Normal,Low,441,1.42,0,USA,0,0
2026-01-06 07:12:00,17.171.248.44,10.0.7.208,22,TCP,Normal,Low,3366,0.35,0,India,0,0
2026-01-06 07:13:00,179.251.202.222,10.0.4.183,443,TCP,Normal,Low,689,0.47,0,USA,0,0
2026-01-06 07:14:00,68.189.163.21,10.0.10.85,25,UDP,Normal,Low,3617,3.26,0,India,0,0
2026-01-06 07:19:00,28.13.171.225,10.0.12.223,21,ICMP,Normal,Low,552,3.66,0,USA,0,0
2026-01-06 07:24:00,3.249.236.60,10.0.1.26,80,HTTP,Normal,Low,6403,0.45,0,India,0,0
2026-01-06 07:27:00,174.37.222.108,10.0.0.117,8080,ICMP,DDoS,High,1815,0.87,0,USA,1,1
2026-01-06 07:30:00,129.245.88.65,10.0.2.122,3306,TCP,Malware,Critical,146,8.95,0,Germany,1,1
2026-01-06 07:30:00,217.188.43.177,10.0.2.204,53,HTTP,Brute Force,High,4655,1.83,0,Vietnam,1,1
2026-01-06 08:05:00,117.96.171.25,10.0.18.187,8080,HTTP,DDoS,High,14500,5.38,0,USA,1,0
2026-01-06 08:16:00,202.29.177.241,10.0.2.45,8080,HTTPS,DDoS,High,2237,4.49,0,Russia,1,0
2026-01-06 08:21:00,139.12.90.199,10.0.9.200,21,TCP,DDoS,High,7286,2.19,1,Russia,1,1
2026-01-06 08:23:00,193.140.253.66,10.0.11.93,3306,TCP,Normal,Low,3651,3.1,0,Germany,0,0
2026-01-06 08:24:00,186.108.218.49,10.0.4.119,443,UDP,DDoS,High,1409,12.11,0,Russia,1,1
2026-01-06 08:26:00,213.144.131.207,10.0.11.237,8080,UDP,Malware,Critical,239188,0.36,0,Germany,1,1
2026-01-06 08:39:00,24.250.113.34,10.0.14.27,1422,HTTP,Normal,Low,4618,5.33,0,USA,0,0
2026-01-06 08:44:00,66.198.141.240,10.0.16.126,443,UDP,Port Scan,Medium,6234,1.13,0,China,1,1
2026-01-06 08:44:00,151.139.41.8,10.0.12.76,443,TCP,Normal,Low,17455,3.87,0,Russia,0,0
2026-01-06 08:47:00,212.248.254.240,10.0.2.151,53,ICMP,Port Scan,Medium,2092,3.44,0,USA,1,1
2026-01-06 08:54:00,171.121.78.205,10.0.17.22,3389,TCP,Normal,Low,2938,3.39,0,China,0,0
2026-01-06 08:58:00,69.214.210.192,10.0.0.59,25,TCP,Brute Force,High,2067,4.73,0,Russia,1,1
2026-01-06 09:01:00,23.53.117.253,10.0.4.235,21,TCP,Normal,Low,25,0.33,0,Germany,0,0
2026-01-06 09:06:00,64.106.243.172,10.0.12.36,53,UDP,DDoS,High,558,4.38,0,Germany,1,1
2026-01-06 09:14:00,25.155.225.236,10.0.15.239,20504,UDP,Normal,Low,241,0.08,0,Netherlands,0,0
2026-01-06 09:19:00,212.175.211.250,10.0.7.7,3389,TCP,Normal,Low,10475,1.77,0,Russia,0,0
2026-01-06 09:31:00,129.123.139.12,10.0.7.115,3389,HTTP,DDoS,High,242,0.47,0,UK,1,1
2026-01-06 09:33:00,181.205.51.92,10.0.14.3,21,TCP,Normal,Low,373,3.13,0,USA,0,0
2026-01-06 09:35:00,71.235.196.159,10.0.15.40,56509,HTTP,Malware,Critical,9846,0.73,0,China,1,1
2026-01-06 09:38:00,152.103.110.212,10.0.19.188,53,TCP,Normal,Low,18019,3.33,0,China,0,0
2026-01-06 09:38:00,123.142.32.138,10.0.18.170,8080,TCP,Normal,Low,529,12.75,0,Russia,0,0
2026-01-06 09:38:00,120.179.197.43,10.0.3.176,8080,HTTP,Normal,Low,177,2.07,0,Brazil,0,0
2026-01-06 09:38:00,113.61.46.237,10.0.13.106,8080,HTTPS,Normal,Low,406,2.22,0,China,0,0
2026-01-06 09:41:00,158.63.13.22,10.0.15.156,53,UDP,Normal,Low,151,9.81,0,Netherlands,0,0
2026-01-06 09:47:00,72.8.220.22,10.0.19.55,80,HTTPS,Normal,Low,363,16.08,1,Germany,0,0
2026-01-06 09:50:00,77.202.225.81,10.0.8.175,58285,UDP,DDoS,High,187,6.56,0,UK,1,1
2026-01-06 10:03:00,121.221.78.140,10.0.2.227,37267,HTTPS,DDoS,High,318,7.35,0,India,1,0
2026-01-06 10:04:00,104.58.95.62,10.0.10.145,3389,UDP,Malware,Critical,81571,6.73,0,China,1,0
2026-01-06 10:14:00,19.86.153.240,10.0.1.211,80,TCP,DDoS,High,280,2.78,0,USA,1,1
2026-01-06 10:18:00,58.180.110.128,10.0.16.194,21,ICMP,SQL Injection,Critical,137,0.64,0,UK,1,1
2026-01-06 10:25:00,117.56.170.112,10.0.14.42,3306,UDP,Malware,Critical,1015,16.42,0,USA,1,1
2026-01-06 10:33:00,182.1.169.13,10.0.16.51,22,HTTPS,Normal,Low,15,6.85,0,India,0,0
2026-01-06 10:38:00,110.101.98.208,10.0.13.147,53,HTTPS,DDoS,High,1854,7.32,0,Netherlands,1,1
2026-01-06 10:48:00,165.18.216.55,10.0.17.232,25,TCP,Normal,Low,5597,15.59,0,Vietnam,0,0
2026-01-06 10:51:00,141.76.199.94,10.0.16.112,80,TCP,Normal,Low,4709,0.85,1,UK,0,0
2026-01-06 10:53:00,16.118.1.245,10.0.17.145,53,UDP,Normal,Low,802,5.54,0,Brazil,0,0
2026-01-06 10:54:00,93.183.149.55,10.0.12.194,25,HTTP,Normal,Low,1296,15.53,0,Brazil,0,0
2026-01-06 10:58:00,35.46.234.162,10.0.17.232,25,UDP,Normal,Low,981,3.83,0,Germany,0,0
2026-01-06 10:58:00,161.59.218.216,10.0.9.175,3389,HTTP,Normal,Low,6233,15.22,0,China,0,0
2026-01-06 11:07:00,152.76.8.186,10.0.5.221,8080,HTTPS,DDoS,High,2522,3.63,0,India,1,1
2026-01-06 11:07:00,75.122.79.133,10.0.4.137,3389,UDP,DDoS,High,7107,1.07,0,Nigeria,1,1
2026-01-06 11:22:00,135.171.180.70,10.0.11.79,21,TCP,Normal,Low,150,6.32,0,UK,0,0
2026-01-06 11:25:00,83.71.117.67,10.0.4.83,80,TCP,DDoS,High,429,0.99,0,USA,1,0
2026-01-06 11:27:00,188.190.179.130,10.0.14.198,3389,TCP,Brute Force,High,648,2.74,0,Vietnam,1,0
2026-01-06 11:29:00,36.240.167.147,10.0.6.91,22,HTTP,Normal,Low,141,14.84,0,USA,0,0
2026-01-06 11:30:00,146.250.96.51,10.0.10.66,80,UDP,Normal,Low,6349,0.3,0,India,0,0
2026-01-06 11:37:00,125.104.4.135,10.0.11.4,8080,HTTP,Normal,Low,529,16.67,0,USA,0,0
2026-01-06 11:40:00,188.14.126.158,10.0.4.170,21,HTTP,Port Scan,Medium,758,1.34,0,Germany,1,1
2026-01-06 11:51:00,65.190.216.50,10.0.3.81,25,TCP,DDoS,High,579,0.47,0,Russia,1,1
2026-01-06 11:53:00,219.172.98.188,10.0.5.222,3389,UDP,Port Scan,Medium,5624,2.42,0,Russia,1,0
2026-01-06 11:57:00,38.170.104.164,10.0.9.32,8080,HTTP,Brute Force,High,1609,0.43,1,USA,1,1
2026-01-06 11:59:00,222.114.123.156,10.0.13.221,3389,ICMP,Normal,Low,438,0.5,0,Russia,0,0
2026-01-06 12:00:00,16.37.114.241,10.0.16.203,21,HTTP,Normal,Low,855,3.01,0,Russia,0,0
2026-01-06 12:09:00,157.66.210.85,10.0.14.84,53,HTTP,Normal,Low,297,1.94,0,India,0,0
2026-01-06 12:10:00,209.81.242.208,10.0.8.14,21,TCP,Port Scan,Medium,2022,3.84,0,USA,1,1
2026-01-06 12:10:00,175.84.248.83,10.0.5.178,21,ICMP,Port Scan,Medium,2337,14.15,0,India,1,1
2026-01-06 12:12:00,114.20.151.101,10.0.2.232,3306,TCP,Normal,Low,371,4.53,0,Nigeria,0,0
2026-01-06 12:22:00,26.101.119.172,10.0.5.215,41729,TCP,Normal,Low,398,1.19,0,USA,0,0
2026-01-06 12:22:00,201.129.186.41,10.0.13.130,22,TCP,Malware,Critical,1638,2.13,0,USA,1,1
2026-01-06 12:28:00,9.148.81.234,10.0.13.98,80,UDP,DDoS,High,777,1.23,1,China,1,1
2026-01-06 12:29:00,84.234.238.204,10.0.2.46,3306,HTTP,Brute Force,High,283,6.07,1,Brazil,1,1
2026-01-06 12:37:00,121.91.100.89,10.0.5.176,25,HTTP,Brute Force,High,3986,12.84,0,India,1,1
2026-01-06 12:39:00,85.215.24.174,10.0.10.83,3389,HTTPS,Malware,Critical,9729,1.87,1,India,1,1
2026-01-06 12:41:00,125.187.202.216,10.0.9.199,8080,HTTPS,Normal,Low,6525,1.21,0,China,0,0
2026-01-06 12:49:00,104.183.13.133,10.0.9.128,22,HTTPS,DDoS,High,14101,3.25,0,Germany,1,1
2026-01-06 12:57:00,40.99.177.114,10.0.7.119,3389,HTTPS,Normal,Low,918,2.28,0,India,0,0
2026-01-06 13:01:00,193.138.176.113,10.0.19.156,21,ICMP,Normal,Low,3451,1.52,0,India,0,0
2026-01-06 13:05:00,116.2.109.248,10.0.5.81,22,HTTP,Normal,Low,11529,10.66,0,Russia,0,0
2026-01-06 13:10:00,171.50.106.65,10.0.6.9,18216,ICMP,Port Scan,Medium,676,0.8,0,India,1,1
2026-01-06 13:14:00,25.155.189.149,10.0.3.143,80,HTTPS,Normal,Low,136,0.97,0,Russia,0,0
2026-01-06 13:14:00,128.55.126.76,10.0.9.62,21,TCP,Normal,Low,201,1.84,0,China,0,0
2026-01-06 13:16:00,110.238.8.188,10.0.14.61,44795,UDP,Normal,Low,435,0.16,0,Brazil,0,0
2026-01-06 13:18:00,21.187.202.31,10.0.2.141,60037,TCP,Port Scan,Medium,21501,2.43,0,Vietnam,1,1
2026-01-06 13:26:00,65.13.9.123,10.0.4.150,22,TCP,Normal,Low,405,4.05,0,Nigeria,0,0
2026-01-06 13:41:00,58.18.87.210,10.0.16.77,12364,HTTP,Brute Force,High,3454,3.79,0,China,1,1
2026-01-06 13:47:00,149.249.241.207,10.0.15.170,53,UDP,Normal,Low,3703,3.31,1,Russia,0,0
2026-01-06 13:54:00,219.155.105.25,10.0.17.164,80,UDP,Normal,Low,136,0.26,0,USA,0,0
2026-01-06 14:04:00,77.251.8.23,10.0.14.164,3389,HTTPS,DDoS,High,926,0.43,0,India,1,1
2026-01-06 14:11:00,42.58.19.72,10.0.16.27,80,TCP,Phishing,Medium,31006,5.94,1,India,1,1
2026-01-06 14:12:00,38.94.252.38,10.0.14.54,443,TCP,Normal,Low,10,7.55,0,India,0,0
2026-01-06 14:19:00,133.54.60.88,10.0.7.16,21,TCP,Normal,Low,575,7.29,0,China,0,0
2026-01-06 14:36:00,123.76.56.93,10.0.2.163,443,TCP,DDoS,High,330,2.56,0,China,1,1
2026-01-06 14:38:00,64.221.183.225,10.0.17.140,53,HTTP,Brute Force,High,28,1.37,0,Russia,1,1
2026-01-06 14:39:00,147.170.5.114,10.0.3.138,53,TCP,Normal,Low,2510,12.51,0,Russia,0,0
2026-01-06 14:48:00,103.253.159.193,10.0.7.186,443,HTTPS,Normal,Low,30164,11.5,0,Russia,0,0
2026-01-06 14:49:00,47.122.58.95,10.0.6.124,80,TCP,Normal,Low,16617,8.38,0,China,0,0
2026-01-06 14:50:00,132.27.28.81,10.0.19.176,25,TCP,SQL Injection,Critical,803,3.47,0,India,1,1
2026-01-06 14:52:00,149.100.50.53,10.0.10.193,39581,UDP,Normal,Low,206,7.59,0,Germany,0,0
2026-01-06 14:55:00,174.141.135.175,10.0.13.193,80,TCP,Normal,Low,284,5.34,0,Germany,0,0
2026-01-06 14:56:00,134.117.25.253,10.0.14.91,3389,ICMP,DDoS,High,316,0.93,0,USA,1,0
2026-01-06 15:11:00,138.152.81.108,10.0.1.221,25,ICMP,Normal,Low,3151,3.57,0,Germany,0,0
2026-01-06 15:11:00,192.147.165.74,10.0.11.58,443,HTTPS,Brute Force,High,72,4.77,0,USA,1,1
2026-01-06 15:12:00,62.230.250.9,10.0.9.87,25,HTTP,Port Scan,Medium,470,4.74,1,Russia,1,0
2026-01-06 15:21:00,75.224.206.203,10.0.17.126,3389,TCP,Port Scan,Medium,5222,4.61,0,India,1,0
2026-01-06 15:24:00,27.191.105.116,10.0.10.198,80,HTTPS,Normal,Low,780,0.31,0,China,0,0
2026-01-06 15:28:00,91.43.134.32,10.0.8.30,25,TCP,Brute Force,High,2761,1.49,0,Brazil,1,1
2026-01-06 15:30:00,104.234.21.136,10.0.14.251,3306,TCP,Normal,Low,602,2.71,0,India,0,0
2026-01-06 15:31:00,157.118.18.114,10.0.16.34,3306,TCP,Port Scan,Medium,65,0.15,0,Brazil,1,0
2026-01-06 15:34:00,122.174.217.0,10.0.5.190,3306,UDP,Brute Force,High,5841,2.83,0,India,1,1
2026-01-06 15:39:00,132.79.79.212,10.0.3.147,22,TCP,Phishing,Medium,2168,2.72,0,India,1,0
2026-01-06 15:44:00,100.177.243.173,10.0.8.28,443,HTTPS,Port Scan,Medium,1425,10.18,0,Brazil,1,1
2026-01-06 15:48:00,150.178.47.148,10.0.3.98,3306,TCP,Normal,Low,210,0.23,0,Vietnam,0,0
2026-01-06 16:16:00,6.30.196.231,10.0.7.158,53,HTTPS,Normal,Low,3547,10.09,0,Brazil,0,0
2026-01-06 16:22:00,141.109.180.74,10.0.1.54,21,TCP,Normal,Low,321,3.11,0,Netherlands,0,0
2026-01-06 16:29:00,77.97.82.77,10.0.4.219,8091,HTTPS,Port Scan,Medium,413,0.1,0,Nigeria,1,1
2026-01-06 16:35:00,36.210.85.23,10.0.10.77,8080,TCP,Normal,Low,35891,3.21,0,China,0,0
2026-01-06 17:00:00,46.106.12.95,10.0.16.67,22,HTTP,Malware,Critical,240,3.29,0,China,1,1
2026-01-06 17:06:00,104.13.11.243,10.0.6.146,3389,TCP,Brute Force,High,5692,2.36,2,Nigeria,1,1
2026-01-06 17:09:00,37.221.242.222,10.0.9.79,80,HTTPS,Normal,Low,965,1.12,0,India,0,0
2026-01-06 17:12:00,207.227.104.42,10.0.13.91,3306,HTTP,Normal,Low,1115,8.72,0,Russia,0,0
2026-01-06 17:16:00,194.211.71.108,10.0.10.156,3306,ICMP,Normal,Low,508,2.77,0,Germany,0,0
2026-01-06 17:18:00,91.224.4.124,10.0.9.43,3389,TCP,SQL Injection,Critical,296,3.33,0,India,1,1
2026-01-06 17:25:00,10.139.189.124,10.0.19.204,46237,HTTP,DDoS,High,65,0.33,0,India,1,1
2026-01-06 17:45:00,201.227.90.124,10.0.4.219,25,HTTPS,Port Scan,Medium,5281,2.27,0,Russia,1,1
2026-01-06 17:53:00,153.185.141.77,10.0.1.182,443,UDP,Normal,Low,274170,12.93,0,India,0,0
2026-01-06 18:00:00,142.238.81.188,10.0.11.234,25,UDP,Normal,Low,22,4.52,0,China,0,0
2026-01-06 18:00:00,171.222.212.25,10.0.8.122,8080,TCP,DDoS,High,6417,30.68,0,Russia,1,1
2026-01-06 18:05:00,173.112.199.80,10.0.12.182,22,TCP,Normal,Low,2330,1.48,0,Brazil,0,0
2026-01-06 18:05:00,45.243.13.111,10.0.8.15,80,TCP,Phishing,Medium,161,1.85,0,Germany,1,1
2026-01-06 18:12:00,26.41.177.60,10.0.8.185,443,UDP,Normal,Low,2590,12.29,0,India,0,0
2026-01-06 18:16:00,96.43.142.89,10.0.9.139,80,ICMP,Port Scan,Medium,2551,1.17,0,Russia,1,0
2026-01-06 18:31:00,212.219.84.248,10.0.18.63,3389,TCP,Normal,Low,6412,5.15,0,Germany,0,0
2026-01-06 18:46:00,155.116.187.135,10.0.4.195,8080,UDP,Port Scan,Medium,2753,2.48,0,Brazil,1,1
2026-01-06 18:48:00,84.41.171.214,10.0.1.1,25,UDP,Normal,Low,210,1.47,1,China,0,0
2026-01-06 18:50:00,87.97.226.144,10.0.12.224,8080,ICMP,Normal,Low,10487,8.91,0,Vietnam,0,0
2026-01-06 18:52:00,26.60.178.68,10.0.17.125,25,HTTPS,DDoS,High,465,0.79,0,UK,1,1
2026-01-06 18:55:00,25.163.29.114,10.0.14.188,3389,UDP,Normal,Low,3701,0.43,0,Russia,0,0
2026-01-06 19:02:00,37.99.215.78,10.0.17.113,1433,HTTPS,Port Scan,Medium,8959,0.42,0,India,1,1
2026-01-06 19:02:00,55.171.116.119,10.0.1.66,25,TCP,Normal,Low,3311,15.57,0,Germany,0,0
2026-01-06 19:04:00,161.83.153.226,10.0.7.71,39852,HTTPS,Normal,Low,2725,8.37,0,China,0,0
2026-01-06 19:06:00,121.139.118.190,10.0.12.88,3389,HTTPS,Port Scan,Medium,131,1.79,0,Germany,1,1
2026-01-06 19:07:00,161.139.47.203,10.0.9.125,3389,TCP,Port Scan,Medium,5541,1.55,0,Netherlands,1,0
2026-01-06 19:07:00,48.18.5.83,10.0.10.101,53,TCP,DDoS,High,606,2.53,0,India,1,1
2026-01-06 19:09:00,99.220.54.204,10.0.6.25,443,TCP,Normal,Low,532,8.91,0,UK,0,0
2026-01-06 19:22:00,102.221.62.178,10.0.12.239,22,HTTP,Port Scan,Medium,955,3.36,0,Netherlands,1,1
2026-01-06 19:27:00,13.194.19.200,10.0.19.237,53,UDP,Normal,Low,2396,3.45,0,China,0,0
2026-01-06 19:27:00,204.179.211.110,10.0.12.140,8080,HTTP,Normal,Low,1601,1.89,0,India,0,0
2026-01-06 19:29:00,78.222.167.133,10.0.8.6,25,ICMP,Normal,Low,19064,0.92,0,China,0,0
2026-01-06 19:34:00,208.37.137.41,10.0.4.154,21,TCP,Normal,Low,20789,2.83,0,India,0,0
2026-01-06 19:43:00,102.50.187.46,10.0.3.7,8080,ICMP,Normal,Low,2362,3.22,0,India,0,0
2026-01-06 19:45:00,215.126.197.158,10.0.8.179,31319,HTTPS,SQL Injection,Critical,22,3.53,0,UK,1,0
2026-01-06 19:47:00,20.102.114.152,10.0.2.245,80,UDP,Normal,Low,7041,8.38,0,Brazil,0,0
2026-01-06 19:52:00,163.172.48.122,10.0.2.106,25,UDP,Brute Force,High,5794,0.65,0,India,1,1
2026-01-06 19:55:00,7.249.102.108,10.0.8.69,3389,TCP,Normal,Low,1131,0.6,0,India,0,0
2026-01-06 19:59:00,68.244.145.249,10.0.19.250,57837,TCP,DDoS,High,178,4.61,0,USA,1,1
2026-01-06 20:19:00,42.116.179.10,10.0.1.168,8080,UDP,Normal,Low,15278,14.51,0,Germany,0,0
2026-01-06 20:19:00,191.92.162.60,10.0.7.29,3306,UDP,Normal,Low,3053,4.22,0,Brazil,0,0
2026-01-06 20:29:00,103.43.92.206,10.0.7.119,22,TCP,Normal,Low,320,2.87,0,China,0,0
2026-01-06 20:37:00,192.132.218.50,10.0.11.136,443,HTTP,DDoS,High,151,1.88,0,Russia,1,1
2026-01-06 20:55:00,2.135.116.152,10.0.6.176,8080,ICMP,Malware,Critical,983,1.68,0,Nigeria,1,1
2026-01-06 20:55:00,173.241.177.250,10.0.8.92,22,HTTPS,Normal,Low,1788,6.96,1,Russia,0,0
2026-01-06 21:03:00,105.144.78.143,10.0.6.106,8080,UDP,Brute Force,High,455,1.56,0,China,1,1
2026-01-06 21:07:00,217.48.123.36,10.0.1.201,80,HTTP,Normal,Low,2918,12.18,0,India,0,0
2026-01-06 21:26:00,209.167.232.199,10.0.19.252,21,HTTP,Normal,Low,334,1.82,0,Russia,0,0
2026-01-06 21:36:00,200.13.153.46,10.0.18.232,21,UDP,DDoS,High,3247,1.91,0,China,1,0
2026-01-06 21:50:00,99.99.218.103,10.0.12.97,80,TCP,Normal,Low,3382,4.35,0,UK,0,0
2026-01-06 21:52:00,1.101.200.187,10.0.4.59,2349,TCP,Normal,Low,1033,2.55,0,USA,0,0
2026-01-06 21:52:00,136.227.20.55,10.0.13.43,8080,HTTPS,DDoS,High,596,21.1,0,USA,1,1
2026-01-06 22:02:00,16.159.15.204,10.0.9.160,3306,HTTP,Brute Force,High,2776,1.28,0,Netherlands,1,1
2026-01-06 22:09:00,210.134.61.240,10.0.13.214,80,ICMP,SQL Injection,Critical,30,2.21,0,India,1,0
2026-01-06 22:32:00,188.119.52.98,10.0.15.74,21,HTTP,Normal,Low,1167,4.34,0,China,0,0
2026-01-06 22:46:00,142.24.249.32,10.0.15.39,21,ICMP,Normal,Low,71793,7.55,0,UK,0,0
2026-01-06 22:47:00,60.63.3.225,10.0.6.147,21,TCP,Port Scan,Medium,6940,5.37,0,USA,1,1
2026-01-06 23:00:00,146.214.133.28,10.0.16.174,16535,TCP,Port Scan,Medium,259,0.3,0,Netherlands,1,1
2026-01-06 23:10:00,60.202.186.201,10.0.2.124,8080,UDP,Normal,Low,98,17.78,0,China,0,0
2026-01-06 23:12:00,56.111.92.40,10.0.9.6,80,UDP,Brute Force,High,980,8.05,0,Brazil,1,1
2026-01-06 23:20:00,13.202.121.97,10.0.11.131,22,TCP,Normal,Low,207,2.47,0,Nigeria,0,0
2026-01-06 23:25:00,52.75.242.208,10.0.2.79,8080,HTTP,Normal,Low,141,10.57,0,Netherlands,0,0
2026-01-06 23:28:00,109.74.216.18,10.0.19.161,21,TCP,Normal,Low,1352,10.45,0,USA,0,0
2026-01-06 23:32:00,196.132.216.85,10.0.6.23,21,UDP,Brute Force,High,30,12.52,0,USA,1,1
2026-01-06 23:39:00,106.93.62.153,10.0.2.67,25,HTTP,Malware,Critical,109,7.25,0,USA,1,1
2026-01-06 23:40:00,51.40.213.63,10.0.10.204,1370,TCP,Normal,Low,1370,2.77,0,India,0,0
2026-01-06 23:44:00,220.196.95.245,10.0.19.94,3389,TCP,DDoS,High,1212,5.06,0,USA,1,0
2026-01-06 23:49:00,48.223.69.243,10.0.14.205,53,TCP,DDoS,High,4992,1.84,0,UK,1,1
2026-01-06 23:56:00,73.171.42.235,10.0.2.236,25,TCP,Normal,Low,4350,2.98,0,USA,0,0
2026-01-07 00:01:00,84.15.87.121,10.0.15.113,8080,TCP,Normal,Low,6979,1.66,0,India,0,0
2026-01-07 00:09:00,22.34.228.15,10.0.17.122,22,UDP,Normal,Low,514,0.21,0,China,0,0
2026-01-07 00:10:00,154.135.79.220,10.0.12.183,53,ICMP,Normal,Low,515,1.86,0,Russia,0,0
2026-01-07 00:16:00,211.163.223.198,10.0.11.254,3389,TCP,Port Scan,Medium,530,0.71,0,Russia,1,1
2026-01-07 00:17:00,77.175.76.1,10.0.18.51,443,TCP,Normal,Low,3483,16.65,0,India,0,0
2026-01-07 00:20:00,114.236.140.173,10.0.17.161,8080,UDP,DDoS,High,672,3.07,0,Russia,1,1
2026-01-07 00:22:00,135.16.118.125,10.0.17.24,443,HTTP,Normal,Low,5241,3.76,0,Russia,0,0
2026-01-07 00:46:00,104.209.189.233,10.0.19.43,3389,HTTP,Normal,Low,235,18.63,0,India,0,0
2026-01-07 00:52:00,201.26.192.32,10.0.7.49,25,HTTPS,DDoS,High,879,12.76,1,UK,1,1
2026-01-07 00:55:00,122.243.46.177,10.0.12.112,443,HTTPS,Normal,Low,46,11.68,0,UK,0,0
2026-01-07 00:58:00,214.107.205.34,10.0.3.227,8080,UDP,Normal,Low,428,3.4,0,India,0,0
2026-01-07 01:01:00,137.150.140.0,10.0.11.138,443,TCP,Normal,Low,622,1.97,1,Brazil,0,0
2026-01-07 01:04:00,119.34.81.180,10.0.18.197,39960,TCP,Normal,Low,82,10.36,0,India,0,0
2026-01-07 01:10:00,34.214.137.228,10.0.14.1,443,TCP,Normal,Low,317,11.33,0,Brazil,0,0
2026-01-07 01:11:00,202.229.145.113,10.0.4.117,53,ICMP,DDoS,High,4426,0.71,0,China,1,1
2026-01-07 01:15:00,8.43.191.134,10.0.15.62,22,TCP,Normal,Low,10965,0.19,0,Nigeria,0,0
2026-01-07 01:17:00,29.206.216.76,10.0.11.216,25,TCP,Normal,Low,847,0.15,0,China,0,0
2026-01-07 01:22:00,71.132.55.198,10.0.1.127,22,TCP,Port Scan,Medium,322,1.44,0,UK,1,1
2026-01-07 01:25:00,164.99.211.51,10.0.18.109,53,ICMP,DDoS,High,8560,0.03,0,India,1,1
2026-01-07 01:29:00,203.134.106.61,10.0.2.143,3389,HTTPS,Port Scan,Medium,983,17.37,0,Vietnam,1,0
2026-01-07 01:31:00,112.218.207.84,10.0.3.127,3389,TCP,Normal,Low,9153,5.95,0,India,0,0
2026-01-07 01:47:00,195.54.159.44,10.0.5.31,25,HTTPS,Brute Force,High,39,7.52,0,India,1,1
2026-01-07 01:53:00,53.39.201.17,10.0.14.244,16652,TCP,Malware,Critical,1403,5.19,0,UK,1,1
2026-01-07 02:00:00,157.173.179.120,10.0.13.75,8259,UDP,Port Scan,Medium,98,1.54,0,India,1,1
2026-01-07 02:12:00,33.132.151.190,10.0.14.26,3306,TCP,Normal,Low,61817,0.37,0,USA,0,0
2026-01-07 02:18:00,127.176.51.78,10.0.0.66,25,UDP,Normal,Low,753,2.75,0,Netherlands,0,0
2026-01-07 02:19:00,29.177.36.0,10.0.11.69,53,TCP,Normal,Low,8865,2.09,0,Netherlands,0,0
2026-01-07 02:31:00,15.175.48.208,10.0.11.10,8080,TCP,Port Scan,Medium,4931,10.42,0,UK,1,1
2026-01-07 02:40:00,217.53.14.138,10.0.8.196,8080,UDP,Normal,Low,3589,1.36,1,India,0,0
